BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,InitialApprovalAmount,LoanStatus,DateApproved,LoanNumber,NAICSCode,ServicingLenderName,OriginatingLender
REWARDING SOLUTIONS LLC,730 Saint Michaels Dr,Santa Fe,NM,198597.0,Paid in Full,02/17/2021,9414488409,722511,Century Bank,Century Bank
"DENTEXPERT, P.L.L.C",4701 NICOLLET AVE,MINNEAPOLIS,MN,198500.0,Paid in Full,04/06/2020,5986177008,621210,21st Century Bank,21st Century Bank
DENTEXPERT P.L.L.C.,4701 Nicollet Ave,Minneapolis,MN,198500.0,Paid in Full,02/09/2021,5603578402,621210,21st Century Bank,21st Century Bank
FIVE FATHOMS INC.,10 Rabbit Run,Cape May,NJ,198490.0,Paid in Full,03/23/2021,6408528604,114119,Century Savings Bank,Century Savings Bank
"FIVE FATHOMS, INC.",10 Rabbit Run,Cape May,NJ,198490.0,Paid in Full,01/16/2021,1339778307,114119,Century Savings Bank,Century Savings Bank
PLANTATION ARMADILLO'S INC.,8100 BROWARD BLVD,PLANTATION,FL,197727.0,Paid in Full,04/28/2020,1476287302,722511,U.S. Century Bank,U.S. Century Bank
COLDWATER ELECTRIC MOTORS & WELDING SUPPLIES INC,178 W GARFIELD AVE,COLDWATER,MI,197700.0,Paid in Full,04/04/2020,4725687005,444130,Century Bank and Trust,Century Bank and Trust
ORIENTE LLC,6015 Garfield St,Hollywood,FL,197659.24,Paid in Full,03/25/2021,8630768606,722511,U.S. Century Bank,U.S. Century Bank
LAS VEGAS RESTAURANT II CORP,6015 GARFIELD ST,HOLLYWOOD,FL,197449.0,Paid in Full,04/11/2020,3652707100,722511,U.S. Century Bank,U.S. Century Bank
"SECURED RETIREMENT ASSOCIATES, LLC",5775 WAYZATA BLVD Ste 850,MINNEAPOLIS,MN,197100.0,Paid in Full,04/08/2020,8342187009,541611,21st Century Bank,21st Century Bank
SECURED RETIREMENT ASSOCIATES LLC,6121 Excelsior Blvd,St Louis Park,MN,197100.0,Paid in Full,01/22/2021,3940708308,541611,21st Century Bank,21st Century Bank
"CUSTOM CERAMICS, INC.",215 SE  6TH ST,MINNEAPOLIS,MN,197100.0,Paid in Full,04/07/2020,6962997007,327110,21st Century Bank,21st Century Bank
"COLDWATER LAKE MARINA, INC.",626 LAKE DR,COLDWATER,MI,197000.0,Paid in Full,04/04/2020,4692717004,441222,Century Bank and Trust,Century Bank and Trust
"ENVISON CAPITAL, INC.",10590 WAYZATA BLVD 150,HOPKINS,MN,196000.0,Paid in Full,04/05/2020,5193177008,522310,21st Century Bank,21st Century Bank
"LOS RANCHOS OF THE FALLS, INC",135 SW 107TH AVE,MIAMI,FL,195427.5,Paid in Full,04/11/2020,3553257101,722511,U.S. Century Bank,U.S. Century Bank
"LAS VEGAS VIII, CORP",6015 GARFIELD ST,HOLLYWOOD,FL,195304.47,Paid in Full,04/11/2020,3669447101,722511,U.S. Century Bank,U.S. Century Bank
QUALIFIED FABRICATION INC,174 Nancy Ln,Lucedale,MS,195013.12,Paid in Full,01/27/2021,6788698305,332311,Century Bank,Century Bank
BURR ENGINEERING & DEVELOPMENT CO.,1125 Watkins Rd,BATTLE CREEK,MI,195000.0,Paid in Full,04/04/2020,4797607002,541330,Century Bank and Trust,Century Bank and Trust
INNOVATIVE BUILDING & DESIGN LLC,1543 92nd Ln NE,Blaine,MN,195000.0,Paid in Full,02/07/2021,5144308402,541990,21st Century Bank,21st Century Bank
"MIYAKO USA, INC.",1598 NW 108TH AVE,MIAMI,FL,194892.5,Paid in Full,04/13/2020,4533627102,425110,U.S. Century Bank,U.S. Century Bank
WESTONKA ANIMAL HOSPITAL,2125 COMMERCE BLVD,MOUND,MN,194500.0,Paid in Full,04/04/2020,4998817002,541940,21st Century Bank,21st Century Bank
"CLEMENS & ASSOCIATES, INC.",1012 Marquez Place,SANTA FE,NM,192755.0,Paid in Full,04/28/2020,7694397208,561730,Century Bank,Century Bank
"HOLICKI EYE CENTERS, P.C.",142 E. CHICAGO RD,COLDWATER,MI,192400.0,Paid in Full,04/07/2020,7034847010,621320,Century Bank and Trust,Century Bank and Trust
HOLICKI EYE CENTERS P.C.,142 E Chicago Rd,Coldwater,MI,192400.0,Paid in Full,01/28/2021,7619318300,621111,Century Bank and Trust,Century Bank and Trust
"ANTWERP MANOR ASSISTED LIVING, LLC",204 ARCHER DR,ANTWERP,OH,192100.0,Paid in Full,04/13/2020,4953707109,623311,Century Bank and Trust,Century Bank and Trust
FLORIDA TRAILER MANUFACTURING,2890 NW 35TH Street,MIAMI,FL,191885.0,Paid in Full,04/11/2020,3390787101,336214,U.S. Century Bank,U.S. Century Bank
ALLCOMM RENTALS LLC,1410 SW 3rd St,Pompano Beach,FL,191522.1,Paid in Full,01/27/2021,6558928307,443142,U.S. Century Bank,U.S. Century Bank
"ALLCOMM RENTALS, LLC",1410 SW 3 Street,POMPANO BEACH,FL,191522.1,Paid in Full,04/11/2020,3259677108,443142,U.S. Century Bank,U.S. Century Bank
"JOHN MOLINELLI, INC.",5082 LANDIS AVE,VINELAND,NJ,190900.0,Paid in Full,04/29/2020,3898377304,424480,Century Savings Bank,Century Savings Bank
MAPLEWOOD PEDIATRIC DENTISTRY P.L.L.C.,1915 County Road D E,Maplewood,MN,190500.0,Paid in Full,01/29/2021,8314848310,621210,21st Century Bank,21st Century Bank
SOUTH JERSEY EYE ASSOCIATES P.A.,205 Laurel Heights Dr,Bridgeton,NJ,190260.0,Paid in Full,01/19/2021,1764288303,621320,Century Savings Bank,Century Savings Bank
"SOUTH JERSEY EYE ASSOCIATES, PA",205 LAUREL HEIGHTS DR,BRIDGETON,NJ,190200.0,Paid in Full,04/10/2020,1342557109,621320,Century Savings Bank,Century Savings Bank
DIGITALERA GROUP LLC,4931 75TH AVE,MIAMI,FL,190022.0,Paid in Full,04/27/2020,5166507201,518210,U.S. Century Bank,U.S. Century Bank
AUTORIGHT INC,1219 Siler Rd,SANTA FE,NM,190000.0,Paid in Full,04/14/2020,6321817108,811121,Century Bank,Century Bank
JD RESTORATION INC,5514 72ND AVE,MIAMI,FL,189617.0,Paid in Full,04/27/2020,6246607201,524291,U.S. Century Bank,U.S. Century Bank
PREMIER FINANCIAL PARTNERS LLC,11440 olive blvd ste 250,st louis,MO,189389.0,Paid in Full,04/27/2020,3593097204,541611,TriCentury Bank,TriCentury Bank
"REGUPOL ZEBRA ATHLETICS, LLC",9210 WYOMING AVE Ste 270,MINNEAPOLIS,MN,189000.0,Paid in Full,05/11/2020,4772027401,451110,21st Century Bank,21st Century Bank
HERON LAKES HOLDING CO. LLC,3851 Government Blvd,Mobile,AL,188665.15,Paid in Full,02/02/2021,1750798400,713910,Century Bank,Century Bank
"HERON LAKES HOLDING COMPANY, LLC",3851 Government Blvd,MOBILE,AL,188665.15,Paid in Full,04/11/2020,2599417102,713910,Century Bank,Century Bank
"BASULTO ROBBINS & ASSOCIATES, LLP",14160 NW 77 CT SUITE 22,MIAMI LAKES,FL,188223.62,Paid in Full,04/11/2020,2771237110,541110,U.S. Century Bank,U.S. Century Bank
"CARGO TECH INTERNATIONAL, INC.",104 CEDAR SWAMP RD,SWEDESBORO,NJ,188100.0,Paid in Full,04/27/2020,3639577202,811111,Century Savings Bank,Century Savings Bank
ENDRIZZI DIESEL LLC,4850 South 138th Road,BOLIVAR,MO,187700.0,Paid in Full,04/03/2020,4545177008,811111,Century Bank of the Ozarks,Century Bank of the Ozarks
AVANTEK CAPITAL L.L.C.,10675 Naples St NE,Minneapolis,MN,187500.0,Paid in Full,02/08/2021,5199628401,313320,21st Century Bank,21st Century Bank
"EKER BROTHERS, INC",2865 RUFINA ST,SANTA FE,NM,186770.0,Paid in Full,04/13/2020,4243817102,212321,Century Bank,Century Bank
LASSITTER HOMES INC,10725 Highway 63,Moss Point,MS,186599.0,Paid in Full,02/19/2021,1824768504,236118,Century Bank,Century Bank
LASSITTER HOMES INC.,10725 Hwy 63,MOSS POINT,MS,186599.0,Paid in Full,04/15/2020,8855237104,236118,Century Bank,Century Bank
"G.N.W. MACHINE, INC",2289 CEDAR ST Ste 106,HUGO,MN,186500.0,Paid in Full,04/09/2020,9286347008,332710,21st Century Bank,21st Century Bank
CRYSTAL COAST MANAGEMENT CONSULTANTS INC.,807 Dorsey Street,GAINESVILLE,GA,186402.87,Paid in Full,04/29/2020,4399407300,531311,First Century Bank National Association,First Century Bank National Association
IOS PARTNERS INC.,311 Mendoza Ave,Miami,FL,186304.82,Paid in Full,02/02/2021,1628288407,541990,U.S. Century Bank,U.S. Century Bank
"IOS PARTNERS, INC.",311 MENDOZA AVENUE,CORAL GABLES,FL,186302.0,Paid in Full,04/27/2020,3590067200,541690,U.S. Century Bank,U.S. Century Bank
"BOBBY & STEVE'S AUTO WORLD - WEST BLOOMINGTON, LLP",10740 NORMANDALE BLVD,MINNEAPOLIS,MN,186300.0,Paid in Full,04/11/2020,3060187106,447110,21st Century Bank,21st Century Bank
"JOMARA WHOLESALE, INC.",2275 West 9th Avenue,HIALEAH,FL,185702.5,Paid in Full,04/11/2020,3486207107,445110,U.S. Century Bank,U.S. Century Bank
"G.M. WHITE ELECTRICAL CONTRACTOR, INC.",2554 DELSEA DR,VINELAND,NJ,185000.0,Paid in Full,04/05/2020,5228857001,238210,Century Savings Bank,Century Savings Bank
"WINGATE VINELAND, L.L.C.",2196 W. LANDIS AVE,VINELAND,NJ,184700.0,Paid in Full,04/04/2020,5036977008,721110,Century Savings Bank,Century Savings Bank
A & M CHASKA CHILD CARE INC,2240 Chaska Blvd,Chaska,MN,184600.0,Paid in Full,01/16/2021,1031788303,624410,21st Century Bank,21st Century Bank
A & M CHASKA CHILD CARE INC,2440 CHASKA BLVD,CHASKA,MN,184600.0,Paid in Full,04/05/2020,5154747010,624410,21st Century Bank,21st Century Bank
EL FLORIDITA FISH RESTAURANT INC,13501 SW 136TH ST,MIAMI,FL,184515.0,Paid in Full,04/15/2020,1847487205,722511,U.S. Century Bank,U.S. Century Bank
ADULT & PEDIATRIC DENTAL CARE P.C.,50 GRAND ST,COLDWATER,MI,184000.0,Paid in Full,04/04/2020,4665227004,621210,Century Bank and Trust,Century Bank and Trust
FIRST YEARS ACADEMY INC.,583 CHERRY DR,WACONIA,MN,183500.0,Paid in Full,04/04/2020,4752807010,624410,21st Century Bank,21st Century Bank
ST. CROIX KIDDS PEDIATRIC DENTISTRY LLC,400 2nd St S Ste 250,Hudson,WI,183500.0,Paid in Full,04/26/2021,1956758906,621210,21st Century Bank,21st Century Bank
ST. CROIX KIDDS PEDIATRIC DENTISTRY LLC,400 2ND ST S STE 250,HUDSON,WI,183500.0,Paid in Full,04/09/2020,9537167008,621210,21st Century Bank,21st Century Bank
MOSS RESTAURANT GROUP LLC,887 NOSTRAND AVENUE,BROOKLYN,NY,183317.0,Paid in Full,04/30/2020,4702277302,722511,U.S. Century Bank,U.S. Century Bank
CRITICAL SUPPLY SOLUTIONS,11601 BISCAYNE BLVD,MIAMI,FL,183315.0,Paid in Full,04/27/2020,4813517207,484110,U.S. Century Bank,U.S. Century Bank
ARTISAN SANTA FE INC,2601 CERRILLOS RD,SANTA FE,NM,182770.0,Paid in Full,04/14/2020,6653407110,453998,Century Bank,Century Bank
ARTISAN/SANTA FE INC.,2601 Cerrillos Rd,Santa Fe,NM,182770.0,Paid in Full,01/25/2021,5271348308,453998,Century Bank,Century Bank
"QUALIFIED FABRICATION, INC.",174 Nancy Lane,LUCEDALE,MS,182331.0,Paid in Full,04/10/2020,1756547106,332996,Century Bank,Century Bank
CALHOUN BATTERY INC,3020 Heritage Rd NE,Milledgeville,GA,181942.0,Paid in Full,04/27/2020,4362587206,335911,Century Bank & Trust,Century Bank & Trust
BASULTO ROBBINS & ASSOCIATES LLP,14160 Palmetto Frntg Rd Ste 22,Miami Lakes,FL,181913.53,Paid in Full,03/18/2021,4124538606,541110,U.S. Century Bank,U.S. Century Bank
MAX & FRANK LLC,419 Washington Ave,Miami Beach,FL,181783.0,Paid in Full,04/17/2021,5521808809,722511,U.S. Century Bank,U.S. Century Bank
"SOUTHERN MICHIGAN RUBBER, INC.",10298 M 60 West,THREE RIVERS,MI,181600.0,Paid in Full,04/08/2020,8132017006,339991,Century Bank and Trust,Century Bank and Trust
"MIAMI RESORTS, INC.",6700 NW 12TH ST,MIAMI,FL,181585.0,Paid in Full,04/12/2020,3835787105,721110,U.S. Century Bank,U.S. Century Bank
LIL EXPLORERS BUFFALO INC,705 HIGHWAY 55,BUFFALO,MN,181500.0,Paid in Full,04/07/2020,6618567008,624410,21st Century Bank,21st Century Bank
"DEERFIELD ELECTRIC CONSTRUCTION, INC. & DEERFIELD ELECTRIC,",203 KENYON AVE,MILLVILLE,NJ,181400.0,Paid in Full,04/08/2020,8785267008,238210,Century Savings Bank,Century Savings Bank
"RIDEVENTURE NM, LLC",4360 Rodeo Road,SANTA FE,NM,181085.0,Paid in Full,04/08/2020,8631837010,441228,Century Bank,Century Bank
"JEB III MOULDINGS, LLC",804 N Matteson St,Bronson,MI,181035.0,Paid in Full,01/19/2021,1571148300,321999,Century Bank and Trust,Century Bank and Trust
"JEB III MOULDINGS, LLC",804 N MATTESON ST,BRONSON,MI,181000.0,Paid in Full,04/04/2020,4692167005,321999,Century Bank and Trust,Century Bank and Trust
SWICK BROADCASTING CORPORATION,330 Intertech Pkwy,Angola,IN,180620.0,Paid in Full,01/16/2021,1312958302,515112,Century Bank and Trust,Century Bank and Trust
"NIKAO, INC.",1880 COMMERCE PKWY,WESTON,FL,180205.0,Paid in Full,04/30/2020,7438077305,334418,U.S. Century Bank,U.S. Century Bank
PIG AND FIG BAKERY AND CAFE LLP,11 Sherwood Blvd,White Rock,NM,179630.0,Paid in Full,01/29/2021,8233918305,722511,Century Bank,Century Bank
"BACKYARD KREATIONS, LLC",729 E. CHICAGO ST,BRONSON,MI,179400.0,Paid in Full,04/04/2020,4653897009,561730,Century Bank and Trust,Century Bank and Trust
"GRAND VISTA LIVING, LLC",99 VISTA DR,COLDWATER,MI,179300.0,Paid in Full,04/04/2020,4653127001,623311,Century Bank and Trust,Century Bank and Trust
ARGINV 8787 LLC,1306 Del Prado Blvd S,Cape Coral,FL,179212.32,Paid in Full,03/31/2021,3503718705,722511,U.S. Century Bank,U.S. Century Bank
COOLING POWER CORP,5620 161ST ST,MIAMI LAKES,FL,179032.0,Paid in Full,04/27/2020,5984827205,238220,U.S. Century Bank,U.S. Century Bank
EL DORAL LLC,11500 NW 41ST ST,DORAL,FL,178805.8,Paid in Full,04/12/2020,3701237109,722511,U.S. Century Bank,U.S. Century Bank
"AMP BILLING, LLC",807 Dorsey Street,GAINESVILLE,GA,178561.49,Paid in Full,04/28/2020,7992417210,561110,First Century Bank National Association,First Century Bank National Association
"ADOLPHS CONVERTERS & CORES, INC.",12325 CLOUD DR NE,Blaine,MN,177900.0,Paid in Full,04/09/2020,9930827001,423930,21st Century Bank,21st Century Bank
"HYTEC AUTOMOTIVE GROUP, LLC",11200 NW 25TH STREET SUITE 101,MIAMI,FL,177455.0,Paid in Full,04/28/2020,1744167309,423120,U.S. Century Bank,U.S. Century Bank
"COMFORT DENTAL, LLC",9413 36th Ave N,Minneapolis,MN,177300.0,Paid in Full,01/16/2021,1027588310,621210,21st Century Bank,21st Century Bank
"COMFORT DENTAL, LLC",9413 36TH AVE,MINNEAPOLIS,MN,177300.0,Paid in Full,04/04/2020,5011647007,621210,21st Century Bank,21st Century Bank
HYTEC AUTOMOTIVE GROUP LLC,11200 NW 25th St Ste 101,Doral,FL,177227.02,Paid in Full,02/14/2021,8854608407,423120,U.S. Century Bank,U.S. Century Bank
VISTAR HALLANDALE LLC,6015 Garfield St,Hollywood,FL,177167.8,Paid in Full,03/30/2021,2819658702,722511,U.S. Century Bank,U.S. Century Bank
SITE SANTA FE,1606 PASEO DE PERALTA,SANTA FE,NM,177000.0,Paid in Full,04/13/2020,5412217106,712110,Century Bank,Century Bank
TRIANGLE GROCERY,12165 N STATE HIGHWAY 14,CEDAR CREST,NM,176967.5,Paid in Full,04/29/2020,3840247308,445110,Century Bank,Century Bank
LOS CUBANOS AT LAWRENCEVILLE LLC,911 Duluth Hwy Ste A1,Lawrenceville,GA,176619.12,Paid in Full,01/20/2021,2450678304,722511,First Century Bank National Association,First Century Bank National Association
"RJ AGENCY, LLC",1828 UNIVERSITY DR,PLANTATION,FL,176600.0,Paid in Full,04/27/2020,5883667206,524128,U.S. Century Bank,U.S. Century Bank
M & M CORE LLC,300 MILL ST,BRONSON,MI,175500.0,Paid in Full,04/08/2020,8474547001,423930,Century Bank and Trust,Century Bank and Trust
WALTER BURKE CATERING INC,1209 CALLE DE COMERCIO,SANTA FE,NM,175407.5,Paid in Full,04/13/2020,4267717101,722320,Century Bank,Century Bank
PRIDGEON FARMS LLC,1115 Pridgeon Rd,Montgomery,MI,175350.0,Paid in Full,03/24/2021,8022038606,112210,Century Bank and Trust,Century Bank and Trust
GROUND CARGO TRANSPORTATION INC,1568 NW 82ND AVE,DORAL,FL,175000.0,Paid in Full,04/11/2020,3501827104,488510,U.S. Century Bank,U.S. Century Bank
"JAVIER LATH & PLASTER, INC.",18 CAMINO COLORES,SANTA FE,NM,175000.0,Paid in Full,04/07/2020,6635057010,238140,Century Bank,Century Bank
JUST FOR GRINS PEDIATRIC DENTISTRY,490 B West Zia Rd,SANTA FE,NM,175000.0,Paid in Full,04/14/2020,7535217105,621210,Century Bank,Century Bank
"EARLE H. SLOAN, INC.",33 SECOND ST,ELMER,NJ,174900.0,Paid in Full,04/06/2020,5924867008,524210,Century Savings Bank,Century Savings Bank
CRITICAL SUPPLY SOLUTIONS,11601 Biscayne Blvd Ste 312,Miami,FL,174837.5,Paid in Full,01/30/2021,9064658302,484121,U.S. Century Bank,U.S. Century Bank
"NOW CARE DENTAL, P.C.",1905 PLAZA DR,SAINT PAUL,MN,174700.0,Paid in Full,04/08/2020,8339307007,621210,21st Century Bank,21st Century Bank
"ANYTIME PLUMBING & SEWER, LLC",P.O. Box 28514,SANTA FE,NM,173815.0,Paid in Full,04/29/2020,3236287302,238220,Century Bank,Century Bank
"LOEW'S NURSERY, L.L.C.",20 CAKE RD,BRIDGETON,NJ,173600.0,Paid in Full,04/27/2020,3784757204,111421,Century Savings Bank,Century Savings Bank
BOY'S PLUMBING INC,490 VILLAUME AVE,SOUTH SAINT PAUL,MN,173600.0,Paid in Full,04/06/2020,6407637005,238220,21st Century Bank,21st Century Bank
SEASONS GARDENS MANAGEMENT LLC,17250 SW 137TH AVE,MIAMI,FL,173275.0,Paid in Full,04/15/2020,9354077100,623312,U.S. Century Bank,U.S. Century Bank
PAPERBAG LLC,2860 Cerrillos Rd Ste A1,Santa Fe,NM,173260.5,Paid in Full,01/23/2021,4459298303,722511,Century Bank,Century Bank
MVP PARKING CORPORATION,7861 SW 16TH ST,MIAMI,FL,173011.0,Paid in Full,04/14/2020,6902887105,812930,U.S. Century Bank,U.S. Century Bank
ADVANCED VOIP DATA LLC,6825 DIXIE HWY,CLARKSTON,MI,172800.0,Paid in Full,04/07/2020,7252427000,561421,Century Bank and Trust,Century Bank and Trust
"HR BENEFITS SERVICES, INC.",10446 NW  31ST TER,DORAL,FL,172602.5,Paid in Full,04/12/2020,4085057103,541214,U.S. Century Bank,U.S. Century Bank
"BACKYARD KREATIONS, LLC",729 E Chicago St,Bronson,MI,172500.0,Paid in Full,01/16/2021,1038398307,561730,Century Bank and Trust,Century Bank and Trust
CRIST INVESTMENT COMPANY INC.,3768 E MAUMEE ST,ADRIAN,MI,171500.0,Paid in Full,07/28/2020,9317598100,447110,Century Bank and Trust,Century Bank and Trust
ORAS 2 INC,40832 RYAN RD,STERLING HTS,MI,171490.0,Paid in Full,05/01/2020,9222577302,445110,U.S. Century Bank,U.S. Century Bank
PATCHIN MESSNER APPRAISALS INC,13961 W PRESERVE BLVD,BURNSVILLE,MN,170700.0,Paid in Full,04/04/2020,4809527000,531320,21st Century Bank,21st Century Bank
PASEO HOSPITALITY LLC,4239 Balloon Park Rd NE Ste A,Albuquerque,NM,170432.5,Paid in Full,01/25/2021,5573768300,721110,Century Bank,Century Bank
MCCURDY SCHOOLS OF NORTHERN NEW MEXICO,362 A S MCCURDY RD,ESPANOLA,NM,170357.0,Paid in Full,04/09/2020,9845077007,611110,Century Bank,Century Bank
"PRIDGEON FARMS, LLC",1115 PRIDGEON RD,MONTGOMERY,MI,170300.0,Paid in Full,04/07/2020,7316147010,112210,Century Bank and Trust,Century Bank and Trust
BOSCH DENTAL PLLC,2680 Snelling Ave N Ste 280,Roseville,MN,170100.0,Paid in Full,02/12/2021,7496808402,621210,21st Century Bank,21st Century Bank
"BOSCH DENTAL, PLLC",2680 N SNELLING AVE Ste 280,SAINT PAUL,MN,170100.0,Paid in Full,04/04/2020,4767077008,621210,21st Century Bank,21st Century Bank
DRK & ASSOCIATES INC.,2050 Industrial Way,Vineland,NJ,169770.0,Paid in Full,01/22/2021,3640318307,236220,Century Savings Bank,Century Savings Bank
LITTORAL GROUP LLC,181 WESTCHESTER AVE,PORT CHESTER,NY,168677.0,Paid in Full,05/01/2020,8626027303,236210,U.S. Century Bank,U.S. Century Bank
HUB HOLIDAY LLC,6553 us 49,HATTIESBURG,MS,168440.0,Paid in Full,04/10/2020,1424097106,721110,Century Next Bank,Century Next Bank
H & J CALDWELL TRUCKING INC,213 NORTH  ST,JONESVILLE,MI,168400.0,Paid in Full,07/24/2020,7868308102,484110,Century Bank and Trust,Century Bank and Trust
D'AMATO INC.,3009 Country Ln,Vineland,NJ,168295.0,Paid in Full,01/31/2021,9938478309,238220,Century Savings Bank,Century Savings Bank
"TROPIC GARDEN INVESTMENTS, INC.",6925 SW  8TH ST,MIAMI,FL,168112.5,Paid in Full,04/12/2020,4100147105,721110,U.S. Century Bank,U.S. Century Bank
JUEL FAIRBANKS CHEMICAL DEPENDENCY SERVICES,806 N ALBERT ST,SAINT PAUL,MN,168000.0,Paid in Full,04/29/2020,3871197309,541990,21st Century Bank,21st Century Bank
ARCADIA OILFIELD SUPPLY INC,2276 Beech St,Arcadia,LA,167445.0,Paid in Full,01/29/2021,8368018303,423830,Century Next Bank,Century Next Bank
ARCADIA OILFIELD SUPPLY INC.,2276 Beech St,Arcadia,LA,167445.0,Paid in Full,04/09/2020,9007127010,453998,Century Next Bank,Century Next Bank
"MARIA S BROYLES, L.L.C.",207 N Service Rd E,Ruston,LA,167315.12,Paid in Full,01/19/2021,1599948306,722511,Century Next Bank,Century Next Bank
JKR ENTERPRISES LLC,3977 Government Blvd,Mobile,AL,167309.98,Paid in Full,03/13/2021,1258818609,722511,Century Bank,Century Bank
EL CONFIN CORP.,6015 Garfield St,Hollywood,FL,167304.55,Paid in Full,03/12/2021,9469548509,722511,U.S. Century Bank,U.S. Century Bank
"THERAPY OPS, LLC",2925 BUCKLEY WAY,INVER GROVE HEIGHTS,MN,167200.0,Paid in Full,04/09/2020,9722277008,621340,21st Century Bank,21st Century Bank
"AKER, INC",7 ALLEN AVE,COLDWATER,MI,167100.0,Paid in Full,04/27/2020,5097367202,238220,Century Bank and Trust,Century Bank and Trust
MVP PARKING CORPORATION,7861 SW 16th St,Miami,FL,166652.58,Paid in Full,03/12/2021,9215528503,812930,U.S. Century Bank,U.S. Century Bank
NEEQ ENTERPRISES INC,1189 NW 118th Way,Coral Springs,FL,166427.48,Paid in Full,03/12/2021,9302258503,722511,U.S. Century Bank,U.S. Century Bank
"POOLS AND GAMES +, INC.",2135 N DELSEA DR,VINELAND,NJ,166200.0,Paid in Full,04/05/2020,5214197003,453998,Century Savings Bank,Century Savings Bank
CHURCH OF ST. TIMOTHY OF BLAINE,707 89TH AVE NE,MINNEAPOLIS,MN,166100.0,Paid in Full,04/06/2020,6236527001,813110,21st Century Bank,21st Century Bank
"AMERICAS COMMERCIAL REAL ESTATE, LLC",10598 NW SOUTH RIVER DR,MEDLEY,FL,165837.0,Paid in Full,04/30/2020,4766607304,531210,U.S. Century Bank,U.S. Century Bank
"MCNAB & MCNAB OF VIERA, INC",150 Sheriff Rd,MELBOURNE,FL,165500.0,Paid in Full,04/15/2020,9669137110,722511,Century Bank,Century Bank
"TIMOTHY M BRANDON ARCHITECT, A PROFESSIONAL CORPORATION",103 CYPRESS ST,WEST MONROE,LA,165190.65,Paid in Full,04/09/2020,9221587009,337212,Century Next Bank,Century Next Bank
DBA BAHAMAS FISH MARKET AND RESTAURANT,7200 SW 8 St,MIAMI,FL,164710.75,Paid in Full,04/14/2020,7262647109,445220,U.S. Century Bank,U.S. Century Bank
DELICES DE FRANCE INC.,14453 S Dixie Hwy,Miami,FL,164504.55,Paid in Full,03/06/2021,7679228506,722513,U.S. Century Bank,U.S. Century Bank
JMKAY  HEALTH CARE SERVICES INC,4200 WINCHESTER LN,BROOKLYN CENTER,MN,164500.0,Paid in Full,06/29/2020,6053958005,621610,21st Century Bank,21st Century Bank
COMPUTER ASSETS INC,704B La Joya St Suite B,ESPANOLA,NM,164136.15,Paid in Full,04/29/2020,3887107309,541410,Century Bank,Century Bank
COMPUTER ASSETS INCORPORATED,704 La Joya St Ste B,Espanola,NM,164135.0,Paid in Full,01/28/2021,7288348303,517911,Century Bank,Century Bank
"BIONDI INSURANCE AGENCY, INC.",525 E. ELMER ST,VINELAND,NJ,163700.0,Paid in Full,04/11/2020,3309317104,524210,Century Savings Bank,Century Savings Bank
"EDEN PRAIRIE MONTESSORI LEARNING CENTER,INC.",7455 MARKET PLACE DR,EDEN PRAIRIE,MN,163100.0,Paid in Full,04/28/2020,6449647202,624410,21st Century Bank,21st Century Bank
EDEN PRAIRIE MONTESSORI LEARNING CENTER INC.,7455 Market Place Dr,Eden Prairie,MN,163100.0,Paid in Full,02/25/2021,4121058500,624410,21st Century Bank,21st Century Bank
"GROSSER CHONG, PLLC",901 PONCE DE LEON BLVD SUITE 305,CORAL GABLES,FL,162950.77,Paid in Full,04/11/2020,2901257104,541110,U.S. Century Bank,U.S. Century Bank
CATHOLIC CHURCH OF MARY QUEEN OF PEACE,21304 CHURCH AVE,ROGERS,MN,162300.0,Paid in Full,04/06/2020,6333807004,813110,21st Century Bank,21st Century Bank
NORTHRIDGE CHRISTIAN CHURCH INC.,321 Log Cabin Rd NE,Milledgeville,GA,162228.01,Paid in Full,04/10/2020,1491667100,813110,Century Bank & Trust,Century Bank & Trust
NORTHRIDGE CHRISTIAN CHURCH INC.,321 Log Cabin Rd NE,Milledgeville,GA,162228.0,Paid in Full,01/21/2021,2676518305,813110,Century Bank & Trust,Century Bank & Trust
FACETS INC,551 5th Ave Rm 1416,New York,NY,162154.1,Paid in Full,01/29/2021,8658928303,423940,U.S. Century Bank,U.S. Century Bank
CHATA II LTD. CO.,1833 CERRILLOS RD,SANTA FE,NM,162107.6,Paid in Full,04/15/2020,8369647103,722513,Century Bank,Century Bank
"PAJARITO GROUP, LLC",614 Trinity Drive,LOS ALAMOS,NM,162031.47,Paid in Full,04/29/2020,2817037301,722511,Century Bank,Century Bank
"RENE GONZALEZ ARCHITECTS, INC.",875 NW 3RD ST,MIAMI,FL,161830.37,Paid in Full,04/11/2020,3585437101,541310,U.S. Century Bank,U.S. Century Bank
PEDRONI FUEL CO.,385 WHEAT RD,VINELAND,NJ,161800.0,Paid in Full,04/06/2020,6300227000,454310,Century Savings Bank,Century Savings Bank
RAW SUSHI LLC,114 W Park Ave,Ruston,LA,161679.0,Paid in Full,01/20/2021,2478228300,722511,Century Next Bank,Century Next Bank
CUSTOM CRAFT INC.,7295 NW 64th St,Miami,FL,161575.0,Paid in Full,03/12/2021,9460638505,236116,U.S. Century Bank,U.S. Century Bank
